"LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360"
"750,id_750,Product B,Male,Location 91,Region 6,16600,4/17/2015,2000,40,365,5001,5001,16600,Finished Payment"
"751,id_751,Product D,Male,Location 61,Region 2,20250,11/16/2013,2000,50,365,6451,7901,20250,Finished Payment"
"752,id_752,Product C,NotSpecified,Location 336,Region 6,15600,2/24/2013,1000,40,365,3200,3640,15600,Finished Payment"
"753,id_753,Product C,NotSpecified,Location 34,Region 1,15600,2/26/2013,1000,40,365,3060,4060,15600,"
"754,id_754,Product A,Female,Location 87,Region 6,22250,10/15/2015,4000,50,365,5650,7550,22250,Finished Payment"
"755,id_755,Product A,Female,Location 30,Region 2,22250,3/7/2016,4000,50,365,5250,6650,22250,Finished Payment"
"756,id_756,Product B,Male,Location 37,Region 4,16600,8/8/2014,2000,40,365,4201,5401,16600,Finished Payment"
"757,id_757,Product B,Female,Location 32,Region 6,16600,2/2/2015,2000,40,365,3450,4030,16600,Finished Payment"
"758,id_758,Product A,Male,Location 111,Region 6,22250,7/26/2015,4000,50,365,5500,6900,22250,Finished Payment"
"759,id_759,Product B,Male,Location 13,Region 6,16600,3/27/2015,2000,40,365,3401,4426,16600,Finished Payment"
"760,id_760,Product B,Male,Location 23,Region 4,16600,7/27/2014,2000,40,365,3121,4241,16600,Finished Payment"
"761,id_761,Product B,Male,Location 28,Region 7,16600,6/27/2014,2000,40,365,4600,5800,16600,Finished Payment"
"762,id_762,Product A,Male,Location 87,Region 6,19250,3/18/2016,1000,50,365,-1750,-250,19250,Finished Payment"
"763,id_763,Product B,Male,Location 84,Region 3,16600,10/21/2014,2000,40,365,3321,4561,16600,Finished Payment"
"764,id_764,Product A,Female,Location 38,Region 3,22250,6/8/2015,4000,50,365,5450,6850,22250,Finished Payment"
"765,id_765,Product A,Female,Location 142,Region 6,22250,6/3/2015,4000,50,365,7000,12000,22250,Finished Payment"
"766,id_766,Product D,Female,Location 566,Region 1,20250,10/24/2013,2000,50,365,3750,5400,20250,Finished Payment"
"767,id_767,Product B,Male,Location 30,Region 2,16600,12/21/2014,2000,40,365,5221,6221,16600,Finished Payment"
"768,id_768,Product A,Male,Location 91,Region 6,22250,9/20/2015,4000,50,365,5750,7350,22250,Finished Payment"
"769,id_769,Product D,Male,Location 353,Region 6,20250,4/12/2013,2000,50,365,3801,4901,20250,Finished Payment"
"770,id_770,Product A,Male,Location 142,Region 6,22250,7/23/2015,4000,50,365,13900,13900,22250,Finished Payment"
"771,id_771,Product B,Male,Location 62,Region 3,,5/15/2015,2000,40,365,3940,4940,16600,Finished Payment"
"772,id_772,Product B,Male,Location 87,Region 6,16600,4/10/2014,2000,40,365,3400,4600,16600,Finished Payment"
"773,id_773,Product A,Female,Location 48,Region 6,22250,5/22/2016,4000,50,365,7000,10000,22250,Finished Payment"
"774,id_774,Product A,Male,Location 87,Region 6,22250,6/21/2015,4000,50,365,7000,8500,22250,Finished Payment"
"775,id_775,Product B,Male,Location 145,Region 4,16600,9/4/2014,2000,40,365,3560,4760,16600,Finished Payment"
"776,id_776,Product D,Female,Location 296,Region 6,20250,6/10/2013,2000,50,365,3350,5700,20250,Finished Payment"
"777,id_777,Product B,Male,Location 13,Region 6,16600,5/1/2015,2000,40,365,4201,6601,16600,Finished Payment"
"778,id_778,Product C,NotSpecified,Location 569,Region 6,15600,12/30/2012,1000,40,365,3030,5030,15600,Finished Payment"
"779,id_779,Product B,Male,Location 19,Region 2,16600,12/28/2014,2000,40,365,3240,4720,16600,Finished Payment"
"780,id_780,Product B,Male,Location 3,Region 3,16600,8/18/2014,2000,40,365,3400,4800,16600,Finished Payment"
"781,id_781,Product A,Male,Location 44,Region 1,20750,9/23/2015,2500,50,365,3250,4750,20750,Finished Payment"
"782,id_782,Product D,Female,Location 3,Region 3,20250,1/11/2014,2000,50,365,6501,7701,20250,Finished Payment"
"783,id_783,Product C,Male,Location 34,Region 1,15600,8/13/2012,1000,40,365,2600,3400,15600,Finished Payment"
"784,id_784,Product A,Male,Location 22,Region 6,22250,5/31/2015,4000,50,365,5500,7000,22250,Finished Payment"
"785,id_785,Product B,Male,Location 13,Region 6,16600,2/1/2015,2000,40,365,3401,4601,16600,Finished Payment"
"786,id_786,Product C,Female,Location 573,Region 3,15600,2/18/2013,1000,40,365,2000,3400,15600,Finished Payment"
"787,id_787,Product B,Female,Location 30,Region 2,16600,4/10/2015,2000,40,365,3131,4581,16600,Finished Payment"
"788,id_788,Product D,Male,Location 233,Region 1,20250,6/14/2013,2000,50,365,3450,5150,20250,Finished Payment"
"789,id_789,Product B,Male,Location 574,Region 3,16600,1/14/2015,2000,40,365,3601,5301,16600,Finished Payment"
"790,id_790,Product B,Female,Location 30,Region 2,16600,1/19/2015,2000,40,365,3101,4251,16600,Finished Payment"
"791,id_791,Product C,NotSpecified,Location 59,Region 6,15600,9/6/2012,1000,40,365,3676,4836,15600,Finished Payment"
"792,id_792,Product C,NotSpecified,Location 579,Region 1,15600,9/28/2012,1000,40,365,2280,3400,15600,Finished Payment"
"793,id_793,Product A,Male,Location 39,Region 6,22250,9/1/2015,4000,50,365,5400,6750,22250,Finished Payment"
"794,id_794,Product D,Female,Location 267,Region 1,20250,5/1/2013,2000,50,365,4501,5601,20250,Finished Payment"
"795,id_795,Product B,Female,Location 25,Region 3,16600,3/17/2015,2000,40,365,3401,4601,16600,Finished Payment"
"796,id_796,Product C,Male,Location 188,Region 6,15600,3/14/2013,1000,40,365,2200,4600,15600,Finished Payment"
"797,id_797,Product B,Female,Location 49,Region 6,16600,4/23/2015,2000,40,365,3700,5700,16600,Finished Payment"
"798,id_798,Product B,Female,Location 30,Region 2,16600,4/30/2015,2000,40,365,6401,8401,16600,Finished Payment"
"799,id_799,Product D,Male,Location 120,Region 6,20250,11/15/2013,2000,50,365,6701,7601,20250,Finished Payment"
"800,id_800,Product B,Female,Location 222,Region 6,16600,5/24/2014,2000,40,365,3631,4751,16600,Finished Payment"
"801,id_801,Product A,Female,Location 84,Region 3,19250,1/7/2016,1000,50,365,1250,2650,19250,Finished Payment"
"802,id_802,Product D,Male,Location 140,Region 6,20250,4/2/2013,2000,50,365,5001,8001,20250,Finished Payment"
"803,id_803,Product A,Female,Location 142,Region 6,22250,7/14/2015,4000,50,365,5450,6750,22250,Finished Payment"
"804,id_804,Product B,Female,Location 113,Region 3,16600,10/8/2014,2000,40,365,3501,4701,16600,Finished Payment"
"805,id_805,Product D,Male,Location 53,Region 6,20250,8/2/2013,2000,50,365,4361,5361,20250,Finished Payment"
"806,id_806,Product A,Female,Location 89,Region 6,22250,8/15/2015,4000,50,365,5500,5500,22250,Finished Payment"
"807,id_807,Product B,Male,Location 53,Region 6,16600,3/31/2014,2000,40,365,3400,5400,16600,Finished Payment"
"808,id_808,Product D,Male,Location 158,Region 3,16600,1/28/2014,2000,40,365,10201,11201,16600,Finished Payment"
"809,id_809,Product B,Female,Location 23,Region 4,16600,3/2/2015,2000,40,365,3401,4601,16600,Finished Payment"
"810,id_810,Product C,NotSpecified,Location 461,Region 1,15600,12/4/2012,1000,40,365,3500,4400,15600,Finished Payment"
"811,id_811,Product B,Male,Location 62,Region 3,16600,10/6/2014,2000,40,365,8200,13200,16600,Finished Payment"
"812,id_812,Product B,Male,Location 587,Region 12,16600,1/25/2014,2000,40,365,3080,4600,16600,Finished Payment"
"813,id_813,Product D,Male,Location 579,Region 1,20250,10/26/2013,2000,50,365,4150,5250,20250,Finished Payment"
"814,id_814,Product D,Male,Location 589,Region 17,20250,7/18/2013,2000,50,365,4751,7851,20250,Finished Payment"
"815,id_815,Product B,Female,Location 25,Region 3,16600,1/19/2015,2000,40,365,3211,5181,16600,Finished Payment"
"816,id_816,Product C,Male,Location 591,Region 2,15600,3/1/2013,1000,40,365,3000,4200,15600,Finished Payment"
"817,id_817,Product C,Female,Location 129,Region 13,13775,4/28/2014,1000,35,365,2275,3275,13775,Finished Payment"
"818,id_818,Product C,Male,Location 233,Region 1,15600,2/11/2013,1000,40,365,2200,3400,15600,Finished Payment"
"819,id_819,Product D,Male,Location 210,Region 4,20250,3/23/2013,2000,50,365,3500,5000,20250,Finished Payment"
"820,id_820,Product B,Male,Location 135,Region 1,16600,4/9/2014,2000,40,365,3301,4741,16600,Finished Payment"
"821,id_821,Product D,Male,Location 146,Region 6,,6/23/2013,2000,50,365,3550,5350,20250,Finished Payment"
"822,id_822,Product A,Female,Location 47,Region 7,22250,8/4/2015,4000,50,365,5400,6900,22250,Finished Payment"
"823,id_823,Product B,Male,Location 58,Region 6,16600,5/17/2015,2000,40,365,3401,4371,16600,"
"824,id_824,Product D,Male,Location 144,Region 1,20250,4/22/2013,2000,50,365,3550,5050,20250,"
"825,id_825,Product C,Male,Location 191,Region 6,15600,1/26/2013,1000,40,365,2200,3400,15600,Finished Payment"
"826,id_826,Product C,Female,Location 597,Region 6,15600,12/25/2012,1000,40,365,3440,3440,15600,Finished Payment"
"827,id_827,Product A,Male,Location 58,Region 6,22250,5/23/2015,4000,50,365,5500,7100,22250,Finished Payment"
"828,id_828,Product A,Male,Location 25,Region 3,22250,12/15/2015,4000,50,365,5600,6600,22250,Finished Payment"
"829,id_829,Product B,Female,Location 30,Region 2,16600,7/26/2014,2000,40,365,4420,5680,16600,Finished Payment"
"830,id_830,Product B,Male,Location 3,Region 3,16600,2/10/2015,2000,40,365,3941,4381,16600,Finished Payment"
"831,id_831,Product D,Male,Location 71,Region 3,20250,10/17/2013,2000,50,365,3751,6251,20250,Finished Payment"
"832,id_832,Product D,Male,Location 34,Region 1,20250,9/10/2013,2000,50,365,12751,15751,20250,Finished Payment"
"833,id_833,Product B,Female,Location 47,Region 7,16600,2/4/2015,2000,40,365,3401,4601,16600,Finished Payment"
"834,id_834,Product B,Male,Location 19,Region 2,16600,1/3/2015,2000,40,365,9201,9201,16600,"
"835,id_835,Product A,Male,Location 89,Region 6,22250,9/4/2015,4000,50,365,6620,8220,22250,Finished Payment"
"836,id_836,Product C,Female,Location 431,Region 6,15600,1/12/2013,1000,40,365,2100,3300,15600,Finished Payment"
"837,id_837,Product A,Male,Location 94,Region 6,22250,6/10/2016,4000,50,365,6250,7050,22250,Finished Payment"
"838,id_838,Product B,Male,Location 73,Region 4,16600,4/15/2014,2000,40,365,3701,5201,16600,Finished Payment"
"839,id_839,Product C,NotSpecified,Location 600,Region 6,15600,2/11/2013,1000,40,365,2720,3680,15600,Finished Payment"
"840,id_840,Product D,Male,Location 266,Region 6,20250,5/17/2013,2000,50,365,3500,5000,20250,Finished Payment"
"841,id_841,Product D,Male,Location 418,Region 2,,6/16/2014,2000,40,365,3601,4601,16600,Finished Payment"
"842,id_842,Product B,Female,Location 6,Region 1,16600,4/29/2014,2000,40,365,3401,4601,16600,Finished Payment"
"843,id_843,Product D,NotSpecified,Location 11,Region 3,20250,12/20/2013,2000,50,365,6501,8001,20250,Finished Payment"
"844,id_844,Product D,Female,Location 602,Region 9,20250,9/10/2013,2000,50,365,4201,5051,20250,Finished Payment"
"845,id_845,Product D,Male,Location 34,Region 1,20250,5/6/2013,2000,50,365,4601,5401,20250,Finished Payment"
"846,id_846,Product B,Male,Location 48,Region 6,16600,1/14/2015,2000,40,365,3751,4551,16600,Finished Payment"
"847,id_847,Product A,Female,Location 91,Region 6,19250,10/5/2015,1000,50,365,200,700,19250,Finished Payment"
"848,id_848,Product C,Male,Location 27,Region 2,15600,8/5/2012,1000,40,365,3000,4000,15600,Finished Payment"
"849,id_849,Product C,NotSpecified,Location 34,Region 1,15600,6/17/2012,1000,40,365,5800,5800,15600,Finished Payment"
"850,id_850,Product C,NotSpecified,Location 350,Region 6,15600,8/14/2012,1000,40,365,2000,3950,15600,Finished Payment"
"851,id_851,Product B,Male,Location 94,Region 6,16600,2/6/2015,2000,40,365,2611,3571,16600,Finished Payment"
"852,id_852,Product D,Male,Location 386,Region 6,20250,4/11/2013,2000,50,365,6501,6501,20250,Finished Payment"
"853,id_853,Product A,Female,Location 87,Region 6,22250,5/30/2015,4000,50,365,5700,7200,22250,Finished Payment"
"854,id_854,Product D,Male,Location 547,Region 2,20250,9/13/2013,2000,50,365,3750,5250,20250,Finished Payment"
"855,id_855,Product C,Female,Location 253,Region 6,15600,1/17/2013,1000,40,365,2170,3570,15600,Finished Payment"
"856,id_856,Product C,NotSpecified,Location 59,Region 6,15600,12/23/2012,1000,40,365,2800,3600,15600,Finished Payment"
"857,id_857,Product A,Female,Location 111,Region 6,22250,8/27/2015,4000,50,365,5500,7000,22250,Finished Payment"
"858,id_858,Product C,Female,Location 286,Region 2,15600,12/16/2012,1000,40,365,2120,3280,15600,Finished Payment"
"859,id_859,Product B,Female,Location 13,Region 6,16600,10/23/2014,2000,40,365,3401,4601,16600,Finished Payment"
"860,id_860,Product B,Male,Location 315,Region 6,16600,4/8/2014,2000,40,365,3400,13800,16600,Finished Payment"
"861,id_861,Product A,Male,Location 48,Region 6,22250,11/21/2015,4000,50,365,9980,10780,22250,Finished Payment"
"862,id_862,Product A,Male,Location 4,Region 4,22250,10/16/2015,4000,50,365,6250,7250,22250,Finished Payment"
"863,id_863,Product B,Male,Location 49,Region 6,16600,3/7/2015,2000,40,365,3400,4600,16600,Finished Payment"
"864,id_864,Product A,Female,Location 78,Region 4,22250,3/4/2016,4000,50,365,13500,13500,22250,Finished Payment"
"865,id_865,Product B,Male,Location 26,Region 3,16600,4/3/2015,2000,40,365,3641,4361,16600,Finished Payment"
"866,id_866,Product B,Male,Location 30,Region 2,16600,5/14/2015,2000,40,365,3681,5361,16600,Finished Payment"
"867,id_867,Product D,Male,Location 227,Region 1,20250,6/24/2013,2000,50,365,3400,5000,20250,Finished Payment"
"868,id_868,Product B,Male,Location 19,Region 2,16600,5/18/2014,2000,40,365,3361,4601,16600,Finished Payment"
"869,id_869,Product A,Male,Location 4,Region 4,22250,4/22/2016,4000,50,365,7000,8450,22250,Finished Payment"
"870,id_870,Product B,Female,Location 94,Region 6,16600,11/13/2014,2000,40,365,3701,6701,16600,Finished Payment"
"871,id_871,Product A,Male,Location 84,Region 3,22250,7/27/2015,4000,50,365,5500,6900,22250,Finished Payment"
"872,id_872,Product C,NotSpecified,Location 151,Region 2,15600,8/6/2012,1000,40,365,2320,3880,15600,Finished Payment"
"873,id_873,Product B,Female,Location 19,Region 2,16600,2/15/2015,2000,40,365,4900,4900,16600,Finished Payment"
"874,id_874,Product B,Female,Location 161,Region 3,16600,11/22/2014,2000,40,365,4000,5000,16600,Finished Payment"
"875,id_875,Product B,Male,Location 69,Region 6,16600,10/9/2014,2000,40,365,3401,4601,16600,Finished Payment"
"876,id_876,Product C,Male,Location 450,Region 8,15600,3/1/2013,1000,40,365,2250,3300,15600,Finished Payment"
"877,id_877,Product D,Male,Location 19,Region 2,20250,11/28/2013,2000,50,365,9901,9901,20250,Finished Payment"
"878,id_878,Product A,Male,Location 61,Region 2,22250,10/31/2015,4000,50,365,5400,6800,22250,Finished Payment"
"879,id_879,Product C,Female,Location 151,Region 2,15600,7/8/2012,1000,40,365,4800,4800,15600,Finished Payment"
"880,id_880,Product B,Female,Location 11,Region 3,16600,1/31/2015,2000,40,365,4361,4979,16600,Finished Payment"
"881,id_881,Product A,Male,Location 22,Region 6,,2/2/2016,4000,50,365,5850,7350,22250,Finished Payment"
"882,id_882,Product B,Female,Location 12,Region 6,16600,3/14/2014,2000,40,365,4040,4640,16600,Finished Payment"
"883,id_883,Product C,Male,Location 104,Region 7,15600,1/3/2013,1000,40,365,2200,3760,15600,Finished Payment"
"884,id_884,Product C,Female,Location 612,Region 5,15600,5/1/2012,1000,40,365,3400,4600,15600,"
"885,id_885,Product B,Female,Location 2,Region 2,16600,9/29/2014,2000,40,365,3750,4250,16600,Finished Payment"
"886,id_886,Product B,Female,Location 46,Region 2,16600,5/27/2014,2000,40,365,2991,4281,16600,Finished Payment"
"887,id_887,Product D,Male,Location 350,Region 6,20250,10/14/2013,2000,50,365,3751,5251,20250,Finished Payment"
"888,id_888,Product C,NotSpecified,Location 336,Region 6,15600,12/10/2012,1000,40,365,2500,3500,15600,Finished Payment"
"889,id_889,Product D,Male,Location 218,Region 2,20250,11/17/2013,2000,50,365,6751,7751,20250,Finished Payment"
"890,id_890,Product B,Female,Location 10,Region 2,16600,4/29/2014,2000,40,365,3200,4400,16600,Finished Payment"
"891,id_891,Product B,Female,Location 113,Region 3,16600,1/1/2015,2000,40,365,4601,4601,16600,Finished Payment"
"892,id_892,Product B,Male,Location 61,Region 2,16600,11/30/2014,2000,40,365,3401,4601,16600,Finished Payment"
"893,id_893,Product A,Female,Location 25,Region 3,22250,2/23/2016,4000,50,365,7000,7000,22250,Finished Payment"
"894,id_894,Product D,Male,Location 144,Region 1,20250,10/11/2013,2000,50,365,3750,5250,20250,Finished Payment"
"895,id_895,Product A,Female,Location 8,Region 2,22250,11/11/2015,4000,50,365,7000,8500,22250,Finished Payment"
"896,id_896,Product B,Male,Location 8,Region 2,16600,2/10/2014,2000,40,365,3400,5800,16600,Finished Payment"
"897,id_897,Product A,Male,Location 17,Region 3,22250,7/4/2015,4000,50,365,5700,7550,22250,Finished Payment"
"898,id_898,Product B,Female,Location 25,Region 3,16600,1/13/2015,2000,40,365,3401,4321,16600,Finished Payment"
"899,id_899,Product A,Male,Location 91,Region 6,22250,9/29/2015,4000,50,365,5350,6850,22250,Finished Payment"
"900,id_900,Product D,Male,Location 586,Region 10,20250,11/4/2013,2000,50,365,7251,7251,20250,Finished Payment"
"901,id_901,Product A,Male,Location 95,Region 6,22250,2/8/2016,4000,50,365,5750,7200,22250,Finished Payment"
"902,id_902,Product A,Female,Location 10,Region 2,22250,7/31/2015,4000,50,365,7250,9250,22250,Finished Payment"
"903,id_903,Product A,Male,Location 30,Region 2,22250,9/1/2015,4000,50,365,5780,6900,22250,Finished Payment"
"904,id_904,Product D,Male,Location 239,Region 6,20250,10/26/2013,2000,50,365,3501,5001,20250,Finished Payment"
"905,id_905,Product A,Male,Location 25,Region 3,19250,11/7/2015,1000,50,365,2150,4250,19250,Finished Payment"
"906,id_906,Product B,Female,Location 111,Region 6,16600,4/12/2014,2000,40,365,3401,7001,16600,Finished Payment"
"907,id_907,Product B,Male,Location 30,Region 2,16600,12/17/2014,2000,40,365,3400,4600,16600,Finished Payment"
"908,id_908,Product A,Male,Location 46,Region 2,22250,7/14/2015,4000,50,365,8200,9700,22250,Finished Payment"
"909,id_909,Product C,NotSpecified,Location 127,Region 2,15600,1/9/2012,1000,40,365,5160,5760,15600,Finished Payment"
"910,id_910,Product A,Male,Location 22,Region 6,22250,6/26/2015,4000,50,365,6900,8400,22250,Finished Payment"
"911,id_911,Product D,Female,Location 41,Region 1,,7/10/2013,2000,50,365,3400,5000,20250,Finished Payment"
"912,id_912,Product C,NotSpecified,Location 357,Region 1,15600,9/24/2012,1000,40,365,2080,3960,15600,Finished Payment"
"913,id_913,Product E,Male,Location 89,Region 6,54625,2/12/2016,9000,125,365,19001,22001,54625,Finished Payment"
"914,id_914,Product D,Male,Location 132,Region 5,20250,11/21/2013,2000,50,365,7051,8601,20250,Finished Payment"
"915,id_915,Product C,NotSpecified,Location 627,Region 1,15600,12/16/2012,1000,40,365,2200,3400,15600,Finished Payment"
"916,id_916,Product A,Female,Location 17,Region 3,20250,7/29/2016,2000,50,365,1651,3051,20250,Finished Payment"
"917,id_917,Product A,Male,Location 8,Region 2,22250,7/23/2015,4000,50,365,6600,8100,22250,Finished Payment"
"918,id_918,Product B,Female,Location 62,Region 3,16600,3/30/2015,2000,40,365,4201,6201,16600,Finished Payment"
"919,id_919,Product D,Male,Location 631,Region 15,20250,9/22/2013,2000,50,365,3351,4951,20250,Finished Payment"
"920,id_920,Product A,Female,Location 44,Region 1,22250,7/13/2015,4000,50,365,5730,7180,22250,Finished Payment"
"921,id_921,Product C,NotSpecified,Location 632,Region 8,15600,2/24/2012,1000,40,365,3000,4240,15600,Finished Payment"
"922,id_922,Product D,Female,Location 6,Region 1,20250,8/18/2013,2000,50,365,3651,5151,20250,Finished Payment"
"923,id_923,Product B,Male,Location 9,Region 6,16600,7/23/2014,2000,40,365,3020,4160,16600,Finished Payment"
"924,id_924,Product D,Female,Location 350,Region 6,20250,12/6/2013,2000,50,365,5951,7551,20250,Finished Payment"
"925,id_925,Product B,Male,Location 11,Region 3,16600,10/30/2014,2000,40,365,4601,5801,16600,Finished Payment"
"926,id_926,Product C,NotSpecified,Location 259,Region 5,15600,5/25/2012,1000,40,365,2125,3525,15600,Finished Payment"
"927,id_927,Product D,Female,Location 634,Region 2,20250,11/26/2013,2000,50,365,12001,12001,20250,Finished Payment"
"928,id_928,Product A,Male,Location 45,Region 3,22250,9/14/2015,4000,50,365,6500,7500,22250,Finished Payment"
"929,id_929,Product B,Male,Location 46,Region 2,16600,2/18/2015,2000,40,365,4201,6601,16600,Finished Payment"
"930,id_930,Product B,Female,Location 88,Region 7,16600,3/29/2015,2000,40,365,4800,4800,16600,Finished Payment"
"931,id_931,Product B,Female,Location 4,Region 4,16600,12/11/2014,2000,40,365,3401,4601,16600,Finished Payment"
"932,id_932,Product D,Male,Location 214,Region 15,20250,10/26/2013,2000,50,365,6251,6251,20250,Finished Payment"
"933,id_933,Product B,Male,Location 13,Region 6,16600,4/25/2014,2000,40,365,3401,5841,16600,Finished Payment"
"934,id_934,Product D,Male,Location 377,Region 6,20250,7/16/2013,2000,50,365,4430,5980,20250,"
"935,id_935,Product A,Male,Location 1,Region 1,22250,4/29/2016,4000,50,365,5250,7350,22250,Finished Payment"
"936,id_936,Product B,Male,Location 45,Region 3,16600,7/15/2014,2000,40,365,4600,5800,16600,Finished Payment"
"937,id_937,Product A,Male,Location 38,Region 3,22250,6/7/2015,4000,50,365,11980,13980,22250,Finished Payment"
"938,id_938,Product C,Male,Location 637,Region 1,15600,11/18/2012,1000,40,365,2500,3500,15600,Finished Payment"
"939,id_939,Product B,Male,Location 21,Region 7,16600,4/28/2015,2000,40,365,3401,4601,16600,Finished Payment"
"940,id_940,Product A,Male,Location 88,Region 7,19250,2/9/2016,1000,50,365,1400,2550,19250,Finished Payment"
"941,id_941,Product B,Male,Location 302,Region 6,16600,5/27/2014,2000,40,365,3821,5021,16600,Finished Payment"
"942,id_942,Product D,Male,Location 602,Region 9,20250,10/28/2013,2000,50,365,4251,4951,20250,Finished Payment"
"943,id_943,Product D,Male,Location 364,Region 5,20250,9/20/2013,2000,50,365,3301,4951,20250,"
"944,id_944,Product B,Male,Location 25,Region 3,16600,5/7/2015,2000,40,365,4201,5321,16600,Finished Payment"
"945,id_945,Product B,Male,Location 91,Region 6,16600,4/23/2015,2000,40,365,5201,5201,16600,Finished Payment"
"946,id_946,Product B,Male,Location 62,Region 3,16600,5/2/2015,2000,40,365,3081,4281,16600,Finished Payment"
"947,id_947,Product B,Female,Location 25,Region 3,16600,1/26/2015,2000,40,365,5201,6501,16600,Finished Payment"
"948,id_948,Product B,Female,Location 405,Region 1,16600,5/29/2014,2000,40,365,3401,4601,16600,Finished Payment"
"949,id_949,Product B,Female,Location 26,Region 3,16600,10/2/2014,2000,40,365,3401,4601,16600,Finished Payment"
"950,id_950,Product A,Female,Location 6,Region 1,22250,5/29/2015,4000,50,365,5450,6050,22250,Finished Payment"
"951,id_951,Product B,Male,Location 19,Region 2,16600,9/17/2014,2000,40,365,3401,4601,16600,Finished Payment"
"952,id_952,Product B,Female,Location 11,Region 3,16600,1/28/2015,2000,40,365,5000,5000,16600,Finished Payment"
"953,id_953,Product A,Male,Location 6,Region 1,22250,7/1/2016,4000,50,365,5750,7750,22250,Finished Payment"
"954,id_954,Product E,Male,Location 6,Region 1,54625,1/31/2016,9000,125,365,13001,16726,54625,Finished Payment"
"955,id_955,Product B,Male,Location 8,Region 2,16600,7/24/2014,2000,40,365,3920,4920,16600,Finished Payment"
"956,id_956,Product C,NotSpecified,Location 34,Region 1,15600,10/14/2012,1000,40,365,2900,4600,15600,Finished Payment"
"957,id_957,Product A,Female,Location 22,Region 6,22250,3/5/2016,4000,50,365,7000,7000,22250,Finished Payment"
"958,id_958,Product C,NotSpecified,Location 74,Region 6,15600,11/20/2012,1000,40,365,3130,4430,15600,Finished Payment"
"959,id_959,Product B,Male,Location 25,Region 3,16600,1/20/2015,2000,40,365,5641,7001,16600,Finished Payment"
"960,id_960,Product B,Female,Location 11,Region 3,16600,11/7/2014,2000,40,365,5401,6781,16600,Finished Payment"
"961,id_961,Product D,Male,Location 641,Region 1,,9/29/2013,2000,50,365,3750,5250,20250,Finished Payment"
"962,id_962,Product B,Male,Location 61,Region 2,16600,6/3/2014,2000,40,365,3401,4601,16600,Finished Payment"
"963,id_963,Product A,Male,Location 2,Region 2,20250,7/14/2016,2000,50,365,1550,3050,20250,Finished Payment"
"964,id_964,Product B,Male,Location 642,Region 3,16600,5/12/2014,2000,40,365,5521,5921,16600,Finished Payment"
"965,id_965,Product B,Male,Location 63,Region 6,16600,2/7/2015,2000,40,365,3200,3200,16600,Finished Payment"
"966,id_966,Product A,Female,Location 94,Region 6,22250,3/22/2016,4000,50,365,6000,8000,22250,Finished Payment"
"967,id_967,Product B,Male,Location 84,Region 3,16600,2/20/2015,2000,40,365,3401,4501,16600,Finished Payment"
"968,id_968,Product B,Male,Location 75,Region 3,16600,6/7/2014,2000,40,365,4361,6081,16600,Finished Payment"
"969,id_969,Product D,Male,Location 644,Region 6,20250,10/5/2013,2000,50,365,3750,5400,20250,Finished Payment"
"970,id_970,Product D,Male,Location 377,Region 6,20250,1/12/2014,2000,50,365,6150,7750,20250,Finished Payment"
"971,id_971,Product C,NotSpecified,Location 266,Region 6,15600,10/1/2012,1000,40,365,2200,3400,15600,Finished Payment"
"972,id_972,Product C,NotSpecified,Location 262,Region 2,15600,7/21/2012,1000,40,365,2215,3432,15600,Finished Payment"
"973,id_973,Product A,Male,Location 61,Region 2,22250,7/17/2015,4000,50,365,6000,7000,22250,Finished Payment"
"974,id_974,Product A,Female,Location 22,Region 6,22250,7/23/2015,4000,50,365,5450,6950,22250,Finished Payment"
"975,id_975,Product B,Male,Location 13,Region 6,16600,3/29/2015,2000,40,365,5280,6320,16600,Finished Payment"
"976,id_976,Product C,NotSpecified,Location 647,Region 6,15600,7/6/2012,1000,40,365,2200,3600,15600,Finished Payment"
"977,id_977,Product D,Male,Location 299,Region 2,20250,1/12/2014,2000,50,365,6501,7301,20250,Finished Payment"
"978,id_978,Product C,NotSpecified,Location 240,Region 6,15600,9/29/2012,1000,40,365,2200,3400,15600,Finished Payment"
"979,id_979,Product E,Male,Location 22,Region 6,54625,7/7/2016,9000,125,365,13001,17001,54625,Finished Payment"
"980,id_980,Product D,Male,Location 648,Region 6,20250,4/15/2013,2000,50,365,4000,5000,20250,Finished Payment"
"981,id_981,Product B,Male,Location 63,Region 6,16600,1/11/2015,2000,40,365,7440,10600,16600,Finished Payment"
"982,id_982,Product D,Male,Location 576,Region 6,20250,5/1/2013,2000,50,365,5001,5001,20250,Finished Payment"
"983,id_983,Product B,Female,Location 113,Region 3,,11/8/2014,2000,40,365,3418,4618,16600,Finished Payment"
"984,id_984,Product D,Male,Location 350,Region 6,20250,4/13/2013,2000,50,365,3501,5501,20250,Finished Payment"
"985,id_985,Product B,Male,Location 11,Region 3,16600,10/2/2014,2000,40,365,9401,9401,16600,Finished Payment"
"986,id_986,Product B,Female,Location 94,Region 6,16600,4/25/2014,2000,40,365,3401,4601,16600,Finished Payment"
"987,id_987,Product B,Female,Location 26,Region 3,16600,5/10/2014,2000,40,365,4501,7501,16600,Finished Payment"
"988,id_988,Product B,Female,Location 23,Region 4,16600,5/5/2014,2000,40,365,3401,4601,16600,Finished Payment"
